dt [s],Time [s],Ctot,Ctot,Ctot,Ctot,Ctot,Ctot,Ctot,Ctot,Ctot,Ctot,Ctot,Ctot,Ctot,Ctot,Ctot,Ctot,Ctot,Ctot,Ctot,Ctot,Ctot,Ctot,Ctot,Ctot,Ctot,Ctot,Ctot,Ctot,Ctot,Ctot,Ctot,Ctot,Ctot,Ctot,Ctot,Ctot,Ctot,Ctot,Ctot,Ctot,Ctot,Ctot,Ctot,Ctot,Ctot,Ctot,Ctot,Ctot,Ctot,Ctot,Ctot,Ctot,Ctot,Ctot,Ctot,Ctot,Ctot,Ctot,Ctot,Ctot,,Css,Css,Css,Css,Css,Css,Css,Css,Css,Css,Css,Css,Css,Css,Css,Css,Css,Css,Css,Css,Css,Css,Css,Css,Css,Css,Css,Css,Css,Css,Css,Css,Css,Css,Css,Css,Css,Css,Css,Css,Css,Css,Css,Css,Css,Css,Css,Css,Css,Css,Css,Css,Css,Css,Css,Css,Css,Css,Css,Css,,Cprec,Cprec,Cprec,Cprec,Cprec,Cprec,Cprec,Cprec,Cprec,Cprec,Cprec,Cprec,Cprec,Cprec,Cprec,Cprec,Cprec,Cprec,Cprec,Cprec,Cprec,Cprec,Cprec,Cprec,Cprec,Cprec,Cprec,Cprec,Cprec,Cprec,Cprec,Cprec,Cprec,Cprec,Cprec,Cprec,Cprec,Cprec,Cprec,Cprec,Cprec,Cprec,Cprec,Cprec,Cprec,Cprec,Cprec,Cprec,Cprec,Cprec,Cprec,Cprec,Cprec,Cprec,Cprec,Cprec,Cprec,Cprec,Cprec,Cprec,,TSSd,TSSd,TSSd,TSSd,TSSd,TSSd,TSSd,TSSd,TSSd,TSSd,TSSd,TSSd,TSSd,TSSd,TSSd,TSSd,TSSd,TSSd,TSSd,TSSd,TSSd,TSSd,TSSd,TSSd,TSSd,TSSd,TSSd,TSSd,TSSd,TSSd,TSSd,TSSd,TSSd,TSSd,TSSd,TSSd,TSSd,TSSd,TSSd,TSSd,TSSd,TSSd,TSSd,TSSd,TSSd,TSSd,TSSd,TSSd,TSSd,TSSd,TSSd,TSSd,TSSd,TSSd,TSSd,TSSd,TSSd,TSSd,TSSd,TSSd,,TSSp,TSSp,TSSp,TSSp,TSSp,TSSp,TSSp,TSSp,TSSp,TSSp,TSSp,TSSp,TSSp,TSSp,TSSp,TSSp,TSSp,TSSp,TSSp,TSSp,TSSp,TSSp,TSSp,TSSp,TSSp,TSSp,TSSp,TSSp,TSSp,TSSp,TSSp,TSSp,TSSp,TSSp,TSSp,TSSp,TSSp,TSSp,TSSp,TSSp,TSSp,TSSp,TSSp,TSSp,TSSp,TSSp,TSSp,TSSp,TSSp,TSSp,TSSp,TSSp,TSSp,TSSp,TSSp,TSSp,TSSp,TSSp,TSSp,TSSp,,
Positions, [cm],0,0.0423729,0.0847458,0.127119,0.169492,0.211864,0.254237,0.29661,0.338983,0.381356,0.423729,0.466102,0.508475,0.550847,0.59322,0.635593,0.677966,0.720339,0.762712,0.805085,0.847458,0.889831,0.932203,0.974576,1.01695,1.05932,1.10169,1.14407,1.18644,1.22881,1.27119,1.31356,1.35593,1.39831,1.44068,1.48305,1.52542,1.5678,1.61017,1.65254,1.69492,1.73729,1.77966,1.82203,1.86441,1.90678,1.94915,1.99153,2.0339,2.07627,2.11864,2.16102,2.20339,2.24576,2.28814,2.33051,2.37288,2.41525,2.45763,2.5,,0,0.0423729,0.0847458,0.127119,0.169492,0.211864,0.254237,0.29661,0.338983,0.381356,0.423729,0.466102,0.508475,0.550847,0.59322,0.635593,0.677966,0.720339,0.762712,0.805085,0.847458,0.889831,0.932203,0.974576,1.01695,1.05932,1.10169,1.14407,1.18644,1.22881,1.27119,1.31356,1.35593,1.39831,1.44068,1.48305,1.52542,1.5678,1.61017,1.65254,1.69492,1.73729,1.77966,1.82203,1.86441,1.90678,1.94915,1.99153,2.0339,2.07627,2.11864,2.16102,2.20339,2.24576,2.28814,2.33051,2.37288,2.41525,2.45763,2.5,,0,0.0423729,0.0847458,0.127119,0.169492,0.211864,0.254237,0.29661,0.338983,0.381356,0.423729,0.466102,0.508475,0.550847,0.59322,0.635593,0.677966,0.720339,0.762712,0.805085,0.847458,0.889831,0.932203,0.974576,1.01695,1.05932,1.10169,1.14407,1.18644,1.22881,1.27119,1.31356,1.35593,1.39831,1.44068,1.48305,1.52542,1.5678,1.61017,1.65254,1.69492,1.73729,1.77966,1.82203,1.86441,1.90678,1.94915,1.99153,2.0339,2.07627,2.11864,2.16102,2.20339,2.24576,2.28814,2.33051,2.37288,2.41525,2.45763,2.5,,0,0.0423729,0.0847458,0.127119,0.169492,0.211864,0.254237,0.29661,0.338983,0.381356,0.423729,0.466102,0.508475,0.550847,0.59322,0.635593,0.677966,0.720339,0.762712,0.805085,0.847458,0.889831,0.932203,0.974576,1.01695,1.05932,1.10169,1.14407,1.18644,1.22881,1.27119,1.31356,1.35593,1.39831,1.44068,1.48305,1.52542,1.5678,1.61017,1.65254,1.69492,1.73729,1.77966,1.82203,1.86441,1.90678,1.94915,1.99153,2.0339,2.07627,2.11864,2.16102,2.20339,2.24576,2.28814,2.33051,2.37288,2.41525,2.45763,2.5,,0,0.0423729,0.0847458,0.127119,0.169492,0.211864,0.254237,0.29661,0.338983,0.381356,0.423729,0.466102,0.508475,0.550847,0.59322,0.635593,0.677966,0.720339,0.762712,0.805085,0.847458,0.889831,0.932203,0.974576,1.01695,1.05932,1.10169,1.14407,1.18644,1.22881,1.27119,1.31356,1.35593,1.39831,1.44068,1.48305,1.52542,1.5678,1.61017,1.65254,1.69492,1.73729,1.77966,1.82203,1.86441,1.90678,1.94915,1.99153,2.0339,2.07627,2.11864,2.16102,2.20339,2.24576,2.28814,2.33051,2.37288,2.41525,2.45763,2.5,,1.60077e-321,0,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,73.9913,76.4794,79.0274,81.636,84.306,87.0381,89.8332,92.6919,95.615,98.6033,101.657,104.778,107.966,111.223,114.548,117.942,121.407,124.943,128.55,132.23,135.982,139.809,143.71,147.685,151.737,155.865,160.07,164.352,168.713,173.153,177.672,182.272,186.952,191.714,196.557,201.483,206.493,211.586,216.763,222.025,227.373,232.806,238.326,243.933,249.628,255.41,261.281,267.241,273.291,279.43,285.66,291.982,298.394,304.898,311.495,318.184,324.967,331.843,338.813,345.878,,179.407,183.682,188.019,192.418,196.878,201.401,205.985,210.631,215.34,220.111,224.944,229.84,234.798,239.819,244.902,250.048,255.257,260.529,265.863,271.26,276.719,282.241,287.827,293.474,299.185,304.958,310.794,316.692,322.653,328.676,334.762,340.91,347.12,353.393,359.727,366.124,372.583,379.103,385.686,392.33,399.035,405.802,412.63,419.519,426.47,433.481,440.553,447.685,454.878,462.131,469.445,476.818,484.252,491.744,499.297,506.908,514.579,522.309,530.097,537.944,,
1.60077e-321,0,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,73.9913,76.4794,79.0274,81.636,84.306,87.0381,89.8332,92.6919,95.615,98.6033,101.657,104.778,107.966,111.223,114.548,117.942,121.407,124.943,128.55,132.23,135.982,139.809,143.71,147.685,151.737,155.865,160.07,164.352,168.713,173.153,177.672,182.272,186.952,191.714,196.557,201.483,206.493,211.586,216.763,222.025,227.373,232.806,238.326,243.933,249.628,255.41,261.281,267.241,273.291,279.43,285.66,291.982,298.394,304.898,311.495,318.184,324.967,331.843,338.813,345.878,,179.407,183.682,188.019,192.418,196.878,201.401,205.985,210.631,215.34,220.111,224.944,229.84,234.798,239.819,244.902,250.048,255.257,260.529,265.863,271.26,276.719,282.241,287.827,293.474,299.185,304.958,310.794,316.692,322.653,328.676,334.762,340.91,347.12,353.393,359.727,366.124,372.583,379.103,385.686,392.33,399.035,405.802,412.63,419.519,426.47,433.481,440.553,447.685,454.878,462.131,469.445,476.818,484.252,491.744,499.297,506.908,514.579,522.309,530.097,537.944,,
0.555687,18667.8,54.8291,53.7481,52.9038,52.2584,51.7757,51.4227,51.1704,50.9945,50.8752,50.7971,50.7482,50.7198,50.7054,50.7005,50.7018,50.7074,50.7156,50.7256,50.7367,50.7484,50.7606,50.7729,50.7853,50.7975,50.8095,50.821,50.8317,50.8413,50.8494,50.8555,50.8588,50.8586,50.8539,50.8435,50.8261,50.8003,50.7642,50.7163,50.6544,50.5767,50.481,50.3652,50.2273,50.0653,49.8774,49.6618,49.4171,49.1422,48.836,48.4979,48.1277,47.7254,47.2912,46.826,46.3305,45.8062,45.2544,44.677,44.0757,43.4528,,54.8291,53.7481,52.9038,52.2584,51.7757,51.4227,51.1704,50.9945,50.8752,50.7971,50.7482,50.7198,50.7054,50.7005,50.7018,50.7074,50.7156,50.7256,50.7367,50.7484,50.7606,50.7729,50.7853,50.7975,50.8095,50.821,50.8317,50.8413,50.8494,50.8555,50.8588,50.8586,50.8539,50.8435,50.8261,50.8003,50.7642,50.7163,50.6544,50.5767,50.481,50.3652,50.2273,50.0653,49.8774,49.6618,49.4171,49.1422,48.836,48.4979,48.1277,47.7254,47.2912,46.826,46.3305,45.8062,45.2544,44.677,44.0757,43.4528,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,73.9913,76.4794,79.0274,81.636,84.306,87.0381,89.8332,92.6919,95.615,98.6033,101.657,104.778,107.966,111.223,114.548,117.942,121.407,124.943,128.55,132.23,135.982,139.809,143.71,147.685,151.737,155.865,160.07,164.352,168.713,173.153,177.672,182.272,186.952,191.714,196.557,201.483,206.493,211.586,216.763,222.025,227.373,232.806,238.326,243.933,249.628,255.41,261.281,267.241,273.291,279.43,285.66,291.982,298.394,304.898,311.495,318.184,324.967,331.843,338.813,345.878,,90.2908,93.0553,95.8799,98.7652,101.712,104.721,107.793,110.928,114.127,117.391,120.72,124.115,127.577,131.106,134.703,138.369,142.103,145.907,149.782,153.727,157.743,161.832,165.993,170.228,174.536,178.918,183.375,187.907,192.516,197.2,201.962,206.801,211.717,216.713,221.787,226.94,232.174,237.488,242.882,248.358,253.915,259.555,265.277,271.082,276.971,282.944,289,295.142,301.368,307.68,314.077,320.561,327.132,333.789,340.533,347.365,354.285,361.293,368.39,375.575,,
0.555687,41284.8,57.9762,56.7665,55.7536,54.9128,54.221,53.657,53.2014,52.837,52.5486,52.3231,52.149,52.0166,51.9177,51.8455,51.7943,51.7591,51.7362,51.722,51.7138,51.7092,51.7061,51.7025,51.6967,51.6872,51.6723,51.6507,51.6209,51.5815,51.531,51.4682,51.3917,51.3003,51.1926,51.0676,50.9242,50.7613,50.5783,50.3742,50.1485,49.9007,49.6304,49.3375,49.0219,48.6838,48.3233,47.9408,47.5369,47.1121,46.6673,46.2032,45.7209,45.2212,44.7053,44.1744,43.6296,43.072,42.5031,41.9239,41.3357,40.7398,,57.9762,56.7665,55.7536,54.9128,54.221,53.657,53.2014,52.837,52.5486,52.3231,52.149,52.0166,51.9177,51.8455,51.7943,51.7591,51.7362,51.722,51.7138,51.7092,51.7061,51.7025,51.6967,51.6872,51.6723,51.6507,51.6209,51.5815,51.531,51.4682,51.3917,51.3003,51.1926,51.0676,50.9242,50.7613,50.5783,50.3742,50.1485,49.9007,49.6304,49.3375,49.0219,48.6838,48.3233,47.9408,47.5369,47.1121,46.6673,46.2032,45.7209,45.2212,44.7053,44.1744,43.6296,43.072,42.5031,41.9239,41.3357,40.7398,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,73.9913,76.4794,79.0274,81.636,84.306,87.0381,89.8332,92.6919,95.615,98.6033,101.657,104.778,107.966,111.223,114.548,117.942,121.407,124.943,128.55,132.23,135.982,139.809,143.71,147.685,151.737,155.865,160.07,164.352,168.713,173.153,177.672,182.272,186.952,191.714,196.557,201.483,206.493,211.586,216.763,222.025,227.373,232.806,238.326,243.933,249.628,255.41,261.281,267.241,273.291,279.43,285.66,291.982,298.394,304.898,311.495,318.184,324.967,331.843,338.813,345.878,,75.6893,78.2062,80.783,83.4204,86.1192,88.8802,91.7041,94.5916,97.5434,100.56,103.643,106.793,110.009,113.294,116.647,120.07,123.563,127.127,130.762,134.469,138.249,142.103,146.031,150.034,154.112,158.266,162.498,166.806,171.193,175.658,180.203,184.827,189.532,194.318,199.186,204.135,209.168,214.284,219.484,224.768,230.138,235.593,241.134,246.761,252.476,258.278,264.169,270.148,276.216,282.373,288.621,294.959,301.388,307.908,314.52,321.224,328.021,334.911,341.894,348.971,,
0.555687,67653.3,61.0228,59.7187,58.5961,57.634,56.8134,56.1165,55.5274,55.0316,54.6158,54.2685,53.979,53.7381,53.5374,53.3695,53.228,53.1071,53.0015,52.9068,52.819,52.7344,52.6499,52.5626,52.47,52.3699,52.2603,52.1393,52.0055,51.8574,51.694,51.5142,51.3172,51.1024,50.8692,50.6172,50.3463,50.0563,49.7473,49.4195,49.073,48.7082,48.3257,47.9258,47.5093,47.0769,46.6291,46.1669,45.6911,45.2026,44.7022,44.1908,43.6694,43.1389,42.6002,42.0544,41.5022,40.9446,40.3824,39.8166,39.248,38.6773,,61.0228,59.7187,58.5961,57.634,56.8134,56.1165,55.5274,55.0316,54.6158,54.2685,53.979,53.7381,53.5374,53.3695,53.228,53.1071,53.0015,52.9068,52.819,52.7344,52.6499,52.5626,52.47,52.3699,52.2603,52.1393,52.0055,51.8574,51.694,51.5142,51.3172,51.1024,50.8692,50.6172,50.3463,50.0563,49.7473,49.4195,49.073,48.7082,48.3257,47.9258,47.5093,47.0769,46.6291,46.1669,45.6911,45.2026,44.7022,44.1908,43.6694,43.1389,42.6002,42.0544,41.5022,40.9446,40.3824,39.8166,39.248,38.6773,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,73.9913,76.4794,79.0274,81.636,84.306,87.0381,89.8332,92.6919,95.615,98.6033,101.657,104.778,107.966,111.223,114.548,117.942,121.407,124.943,128.55,132.23,135.982,139.809,143.71,147.685,151.737,155.865,160.07,164.352,168.713,173.153,177.672,182.272,186.952,191.714,196.557,201.483,206.493,211.586,216.763,222.025,227.373,232.806,238.326,243.933,249.628,255.41,261.281,267.241,273.291,279.43,285.66,291.982,298.394,304.898,311.495,318.184,324.967,331.843,338.813,345.878,,74.1129,76.603,79.1531,81.7637,84.4358,87.17,89.9671,92.8279,95.753,98.7434,101.8,104.922,108.113,111.371,114.698,118.095,121.561,125.099,128.708,132.39,136.145,139.973,143.876,147.854,151.907,156.037,160.244,164.528,168.891,173.332,177.853,182.455,187.137,191.9,196.745,201.673,206.684,211.779,216.958,222.222,227.571,233.006,238.527,244.136,249.831,255.615,261.488,267.449,273.5,279.641,285.872,292.195,298.608,305.114,311.712,318.402,325.186,332.063,339.034,346.099,,
0.555687,98371.1,64.2109,62.8166,61.5942,60.5247,59.5904,58.7754,58.0649,57.4454,56.9048,56.4318,56.0166,55.6499,55.3237,55.0306,54.7641,54.5181,54.2876,54.0677,53.8545,53.6441,53.4335,53.2199,53.0007,52.774,52.5379,52.291,52.032,51.76,51.4742,51.174,50.859,50.5289,50.1838,49.8237,49.4486,49.059,48.6551,48.2375,47.8065,47.3629,46.9072,46.4401,45.9623,45.4745,44.9775,44.4721,43.9589,43.4389,42.9127,42.3811,41.8448,41.3047,40.7613,40.2154,39.6677,39.1188,38.5694,38.0199,37.4711,36.9235,,64.2109,62.8166,61.5942,60.5247,59.5904,58.7754,58.0649,57.4454,56.9048,56.4318,56.0166,55.6499,55.3237,55.0306,54.7641,54.5181,54.2876,54.0677,53.8545,53.6441,53.4335,53.2199,53.0007,52.774,52.5379,52.291,52.032,51.76,51.4742,51.174,50.859,50.5289,50.1838,49.8237,49.4486,49.059,48.6551,48.2375,47.8065,47.3629,46.9072,46.4401,45.9623,45.4745,44.9775,44.4721,43.9589,43.4389,42.9127,42.3811,41.8448,41.3047,40.7613,40.2154,39.6677,39.1188,38.5694,38.0199,37.4711,36.9235,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,73.9913,76.4794,79.0274,81.636,84.306,87.0381,89.8332,92.6919,95.615,98.6033,101.657,104.778,107.966,111.223,114.548,117.942,121.407,124.943,128.55,132.23,135.982,139.809,143.71,147.685,151.737,155.865,160.07,164.352,168.713,173.153,177.672,182.272,186.952,191.714,196.557,201.483,206.493,211.586,216.763,222.025,227.373,232.806,238.326,243.933,249.628,255.41,261.281,267.241,273.291,279.43,285.66,291.982,298.394,304.898,311.495,318.184,324.967,331.843,338.813,345.878,,73.9969,76.4851,79.0332,81.6419,84.312,87.0442,89.8394,92.6982,95.6214,98.6097,101.664,104.785,107.973,111.229,114.555,117.949,121.414,124.95,128.557,132.237,135.99,139.816,143.717,147.693,151.745,155.873,160.078,164.361,168.721,173.161,177.681,182.28,186.961,191.722,196.566,201.492,206.502,211.595,216.772,222.034,227.382,232.815,238.336,243.943,249.637,255.42,261.291,267.251,273.3,279.44,285.67,291.991,298.404,304.908,311.505,318.194,324.977,331.853,338.823,345.888,,
0.555687,134903,67.6315,66.14,64.8096,63.6228,62.5636,61.617,60.7695,60.0085,59.3227,58.7018,58.1363,57.6178,57.1387,56.692,56.2716,55.8722,55.4887,55.1171,54.7534,54.3945,54.0374,53.6799,53.3196,52.955,52.5846,52.2071,51.8217,51.4277,51.0244,50.6117,50.1892,49.7569,49.3148,48.8633,48.4024,47.9325,47.4541,46.9675,46.4733,45.9719,45.4641,44.9502,44.431,43.907,43.3788,42.8471,42.3123,41.7752,41.2363,40.6961,40.1551,39.614,39.0733,38.5333,37.9946,37.4576,36.9228,36.3905,35.8612,35.3351,,67.6315,66.14,64.8096,63.6228,62.5636,61.617,60.7695,60.0085,59.3227,58.7018,58.1363,57.6178,57.1387,56.692,56.2716,55.8722,55.4887,55.1171,54.7534,54.3945,54.0374,53.6799,53.3196,52.955,52.5846,52.2071,51.8217,51.4277,51.0244,50.6117,50.1892,49.7569,49.3148,48.8633,48.4024,47.9325,47.4541,46.9675,46.4733,45.9719,45.4641,44.9502,44.431,43.907,43.3788,42.8471,42.3123,41.7752,41.2363,40.6961,40.1551,39.614,39.0733,38.5333,37.9946,37.4576,36.9228,36.3905,35.8612,35.3351,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,73.9913,76.4794,79.0274,81.636,84.306,87.0381,89.8332,92.6919,95.615,98.6033,101.657,104.778,107.966,111.223,114.548,117.942,121.407,124.943,128.55,132.23,135.982,139.809,143.71,147.685,151.737,155.865,160.07,164.352,168.713,173.153,177.672,182.272,186.952,191.714,196.557,201.483,206.493,211.586,216.763,222.025,227.373,232.806,238.326,243.933,249.628,255.41,261.281,267.241,273.291,279.43,285.66,291.982,298.394,304.898,311.495,318.184,324.967,331.843,338.813,345.878,,73.9914,76.4796,79.0275,81.6361,84.3061,87.0383,89.8333,92.692,95.6151,98.6034,101.658,104.778,107.967,111.223,114.548,117.942,121.407,124.943,128.55,132.23,135.983,139.809,143.71,147.686,151.737,155.865,160.07,164.353,168.713,173.153,177.673,182.272,186.952,191.714,196.558,201.484,206.493,211.586,216.763,222.025,227.373,232.806,238.326,243.933,249.628,255.41,261.281,267.241,273.291,279.431,285.661,291.982,298.394,304.899,311.495,318.185,324.967,331.843,338.813,345.878,,
